"Id","HomePoints","AwayPoints"
"401539477","14","26"
"401539478","16","6"
"401539479","49","21"
"401539480","0","26"
"401539481","14","23"
"401539482","20","44"
"401539483","27","24"
"401539484","49","23"
"401551469","35","38"
"401551731","13","9"
"401551732","37","10"
"401551733","41","21"
"401551735","17","35"
"401551737","0","45"
"401551739","17","10"
"401551741","21","19"
"401551742","31","21"
"401551743","22","45"
"401551744","14","7"
"401551746","14","24"
"401551748","21","45"
"401551749","31","23"
"401551750","23","14"
"401551751","31","34"
"401551752","22","35"
"401551753","34","14"
"401551754","17","30"
"401551755","10","59"
"401551756","30","24"
"401551757","36","49"
"401551758","20","41"
"401551761","30","10"
"401551762","24","31"
"401551764","28","19"
"401551765","24","38"
"401551766","35","38"
"401551767","26","36"
"401551768","3","14"
"401551769","25","38"
"401551770","31","13"
"401551773","3","63"
"401551778","35","31"
"401551780","35","0"
"401551782","45","6"
"401551786","27","20"
"401551788","37","31"
"401551789","34","13"
"401551798","40","8"
"401554566","16","15"
"401581109","42","28"
