"Id","HomePoints","AwayPoints"
"401309834","40","17"
"401309835","41","14"
"401309836","35","7"
"401309837","17","22"
"401309838","31","24"
"401309839","7","13"
"401309840","23","26"
"401309841","16","24"
"401309842","30","7"
"401309843","28","42"
"401309844","45","27"
"401309845","44","24"
"401309846","14","38"
"401309847","37","10"
"401309848","26","17"
"401309849","42","30"
"401309850","48","7"
"401309851","42","0"
"401309852","14","45"
"401309853","19","21"
"401309854","27","17"
"401309855","37","40"
"401309856","33","31"
"401309857","31","24"
"401309858","24","35"
"401309859","41","19"
"401309860","27","45"
"401309861","24","13"
"401309862","35","13"
"401309863","6","21"
"401309864","31","24"
"401309865","27","24"
"401309866","23","42"
"401309867","14","37"
"401309868","28","10"
"401309869","31","24"
"401309870","16","34"
"401309871","26","42"
"401309872","24","17"
"401309873","34","31"
"401309874","17","24"
"401309875","34","0"
"401309876","35","21"
"401309877","16","21"
"401309878","26","3"
"401309879","31","34"
"401309880","42","34"
"401309881","19","21"
"401309882","39","25"
"401309883","13","20"
"401309884","52","29"
"401309885","21","34"
"401309886","41","34"
"401309887","44","24"
"401309888","7","52"
"401309889","10","3"
"401309890","16","26"
"401309891","37","34"
"401309892","31","16"
"401309894","35","14"
"401309895","38","24"
"401309896","29","38"
"401309897","30","35"
"401309898","44","20"
"401309899","44","18"
"401309900","11","41"
"401309901","38","7"
"401309902","24","10"
"401309903","20","17"
"401309904","33","62"
"401309905","13","40"
"401309906","28","13"
"401309907","42","14"
"401309908","38","29"
"401309909","38","15"
"401309910","31","35"
"401309912","20","34"
"401309913","17","26"
"401309914","59","14"
"401309937","17","10"
"401310253","14","21"
"401310254","63","10"
"401310676","13","46"
"401310693","45","14"
"401310694","33","35"
"401310695","23","42"
"401310696","27","17"
"401310697","19","16"
"401310698","49","35"
"401310699","28","10"
"401310700","34","25"
"401310701","48","24"
"401310702","63","10"
"401310703","49","10"
"401310704","45","49"
"401310705","13","17"
"401310706","3","27"
"401310707","38","30"
"401310708","21","41"
"401310709","48","21"
"401310710","10","38"
"401310711","31","41"
"401310712","27","24"
"401310713","37","31"
"401310714","24","14"
"401310715","32","14"
"401310716","31","7"
"401310717","55","28"
"401310718","17","24"
"401310719","7","36"
"401310720","24","28"
"401310721","0","17"
"401310722","34","17"
"401310723","13","19"
"401310724","14","20"
"401310725","26","24"
"401310726","3","14"
"401310727","34","32"
"401310728","48","34"
"401310729","20","27"
"401310730","19","28"
"401310731","51","31"
"401310732","27","21"
"401310733","20","30"
"401310734","51","20"
"401310735","14","40"
"401310736","31","17"
"401310737","17","31"
"401310738","13","35"
"401310739","10","17"
"401310740","27","24"
"401310741","21","35"
"401310742","23","13"
"401310743","34","7"
"401310744","17","48"
"401310745","27","13"
"401310746","23","21"
"401310747","39","41"
"401310748","37","0"
"401310749","50","45"
"401310750","17","44"
"401310751","20","28"
"401310752","48","14"
"401310753","27","16"
"401310754","10","52"
"401310755","10","35"
"401310756","14","38"
"401310757","9","40"
"401310861","35","14"
"401319455","43","35"
"401327913","52","7"
"401328545","52","14"
"401331159","38","10"
"401331160","41","23"
"401331161","24","16"
"401331162","35","20"
"401331163","21","45"
"401331164","24","31"
"401331165","47","41"
"401331166","38","59"
"401331167","31","24"
"401331168","28","31"
"401331169","56","20"
"401331170","13","24"
"401331171","21","36"
"401331172","30","17"
"401331213","52","38"
"401331214","38","24"
"401331215","24","22"
"401331216","17","29"
"401331218","20","51"
"401331219","24","52"
"401331221","13","17"
"401331222","28","31"
"401331223","34","7"
"401331224","18","6"
"401331226","10","54"
"401331227","13","20"
"401331228","47","32"
"401331229","38","21"
"401331230","48","45"
"401331231","31","21"
"401331232","13","20"
"401331233","10","38"
"401331234","11","34"
"401331235","27","6"
"401331236","24","10"
"401331237","20","17"
"401331238","35","37"
"401331239","48","45"
"401331240","7","21"
"401331241","42","20"
"401331242","18","33"
"401331447","3","42"
"401331654","24","21"
"401387250","24","14"
"401391158","27","14"
