"Id","HomePoints","AwayPoints"
"401673470","3","31"
"401677077","23","30"
"401677079","27","17"
"401677080","37","42"
"401677081","24","13"
"401677082","31","26"
"401677083","27","30"
"401677084","33","8"
"401677085","44","15"
"401677086","20","28"
"401677087","39","41"
"401677088","44","41"
"401677089","31","38"
"401677090","21","20"
"401677091","35","27"
"401677092","39","26"
"401677093","35","31"
"401677094","14","27"
"401677095","20","15"
"401677096","34","3"
"401677097","41","42"
"401677098","21","26"
"401677099","14","36"
"401677100","27","6"
"401677101","27","24"
"401677102","19","13"
"401677103","21","17"
"401677104","44","31"
"401677105","52","20"
"401677106","30","28"
"401677107","10","24"
"401677108","7","26"
"401677176","38","24"
"401677177","42","17"
"401677178","38","10"
"401677179","27","17"
"401677180","48","46"
"401677181","14","31"
"401677182","31","39"
"401677183","21","41"
"401677184","10","23"
"401677188","17","43"
"401677189","24","27"
"401677190","34","35"
"401677191","14","28"
"401677192","23","34"
"401729867","35","52"
